Document Type,Eduskunta ID,Date,Law Title,Section ID,Section Title,Section Content,Position_first,Name_first,Position_second,Name_second
Vahvistettava laki,1,1734,N/A,1 §,N/A,"Jos maanomistajat riitautuvat tiluksista ja rajamerkeistä, niin suostukoot keskenänsä pitämään tiluskatselmuksen jonakin määrättynä päivänä. Jos eivät siitä sovi, kääntykööt tuomariin ja näyttäkööt perusteensa käräjissä. Jos riita ei saata päättyä ilman katselmusta, niin Oikeus määrätköön kihlakunnankatselmuksen, joka on kihlakunnantuomarin ja lautakunnan pidettävä ja jossa katselmustuomio on riitapuolille julistettava.", , , , 
Vahvistettava laki,1,1734,N/A,2 §,N/A,"[Katselmus on pidettävä Vapun ja Pyhäinmiesten päivän välillä. Jos paikan sopimattomuuden vuoksi ei sinä vuoden aikana sinne päästä, taikka jos kaikki suostuvat, niin pidettäköön katselmus muuna aikana, maan paljaana ollessa.]", , , , 
Vahvistettava laki,1,1734,N/A,3 §,N/A,"(27.4.1868/21) Jos joku tähän syynituomioon ei tahdo tyytyä, vetokoon silloin Hovioikeuteen, niinkuin Oikeudenkäymiskaaressa sanotaan.", , , , 
Vahvistettava laki,1,1734,N/A,4 §,N/A,"Katselmus on toimitettava kantajan kustannuksella, mutta on lopullisesti sen vastattava, jonka tuomari, asian päättyessä, siihen velkapääksi tutkii.", , , , 
Vahvistettava laki,1,1734,N/A,5 §,N/A,"Jos riita on kihlakuntain välillä, niin pyytäkööt hovioikeudelta ulkokihlakunnan tuomaria ja lautakuntaa. Jos riita on läänien tahi maakuntain välillä, antakoon [käskynhaltija] siitä tiedon [kuninkaalle] joka siihen määrää tuomarin.", , , , 
Vahvistettava laki,1,1734,N/A,1 §,N/A,"Ylimuistoinen nautinta on se, kun joku on jotakin kiinteätä omaisuutta tahi jotakin oikeutta niin kauan häiritsemättä ja estämättä pitänyt, nauttinut ja viljellyt, ettei kukaan muista eikä tosipuheesta tiedä, miten hänen esi-isänsä tahi saantomiehensä ovat sen ensin saaneet.", , , , 
Vahvistettava laki,1,1734,N/A,2 §,N/A,"Sellaisella nautinnalla ei ole voimaa kyläkunnassa ja sarkajaoin jaetussa kylässä eikä kylän pellossa, niityssä, järvessä ja metsämaassa, jaetussa tahi jakamattomassa, vaan kukin saakoon osansa äyri- ja aurtuaveron, kyynärä- ja tankoluvun mukaan, taikka niinkuin kussakin paikkakunnassa on tavallista.", , , , 
Vahvistettava laki,1,1734,N/A,3 §,N/A,"Avoimessa metsämaassa kyläkuntain välillä ei ylimuistoisella nautinnalla ole voimaa ilman pyykkejä tahi muita rajamerkkejä. Jos jollakulla on ulkopalsta tahi ulkoalue, joko pelto, niitty tai metsämaa, pyykitetty tahi aidalla tai muulla suojuksella ympäröity, taikka mylly ja myllynpaikka tahi muu vesilaitos taikka luotoja ja saaria, niin olkoon niissä ylimuistoisella nautinnalla voima.", , , , 
Vahvistettava laki,1,1734,N/A,4 §,N/A,"Jos joku väittää itsellänsä olevan ylimuistoisen nautinnan, ja siitä tehdään kanne, niin todistakoon sen vanhoilla ja laillisilla kirjoilla tahi uskottavilla miehillä, jotka tarkoin tuntevat paikkakunnan ja voivat valallansa vahvistaa, etteivät itse tiedä eivätkä ole muilta kuulleet koskaan toisin olleen. Jos hän ei sitä voi, olkoon nautinta voimaton ja mitätön.", , , , 
Vahvistettava laki,1,1734,N/A,1 §,N/A,(19.6.1902/19) 1 § on kumottu L:lla 19.6.1902/19., , , , 
Vahvistettava laki,1,1734,N/A,2 §,N/A,(19.6.1902/19) 2 § on kumottu L:lla 19.6.1902/19., , , , 
Vahvistettava laki,1,1734,N/A,3 §,N/A,"Jos talonpoika kuolee ja hänellä on veroa tahi maksuja suorittamatta, otetaan ne ulos, ennenkuin perintö jaetaan. Jos hän on velkainen ja hänen tavaransa menee ulosottoon, niin saman vuoden verolla olkoon aina parempi oikeus kuin muulla velalla. Jos kolmen vuoden vero on maksamatta, ja se, jolle se on tuleva, näyttää, ettei hän ennen ole voinut sitä saada, niin olkoon hänellä sama oikeus ja etu. Jos useamman vuoden vero on maksamatta, niin älköön hänellä olko muuta etuoikeutta kuin tuomion tahi kiinnityksen mukaan. Veromaa olkoon myös aina kolmen vuoden veron panttina, kaikkien niiden edellä, jotka ovat saamisen kiinnityttäneet tahi tuomiolla voittaneet.", , , , 
Vahvistettava laki,1,1734,N/A,1 §,N/A,"Joka väkivallalla ottaa maan, huoneen, metsän, veden tahi vesilaitoksen niiden haltijalta taikka jollakin toimellaan tekee ne hänelle hyödyttömiksi ja tahtoo anastaa ne itsellensä, korvatkoon vahingon, ja [vetäkööt hän ja kaikki ne, jotka hänen kanssansa olivat samassa rikoksessa, sakkoa neljäkymmentä talaria kukin].", , , , 
Vahvistettava laki,3,1734,N/A,N/A,N/A,- - - - - - - - - - - - - -, , , , 
Vahvistettava laki,3,1734,N/A,5 §,N/A,"Joka myy saman tavaran kahdelle, korvatkoon vahingon ja [vetäköön sakkoa kymmenen talaria] ja ensimmäinen ostaja pitäköön tavaran.", , , , 
Vahvistettava laki,3,1734,N/A,N/A,N/A,- - - - - - - - - - - - - -, , , , 
Vahvistettava laki,3,1734,N/A,9 §,N/A,"[Jos tavara väärennetään, käyköön sen rikoksen niinkuin muunkin varkauden. Jos käsityöläinen sen tekee, menettäköön myös ammattioikeutensa. Jos joku myypi tavaran, jonka tietää väärennetyksi tahi vilpinalaiseksi, niinkuin huonon hyvästä, sekoitetun puhtaasta, olkoon sama laki. Väärästä mitasta ja painosta säädetään 8 Luvussa ja väärän rahan tekemisestä Rikoskaaressa.]", , , , 
Vahvistettava laki,3,1734,N/A,10 §,N/A,"[Tavaroita, jotka ovat kaupungin runsimiesten katsottavat ja tutkittavat, älköön ostaja luoksensa ottako, ennenkuin se on tehty, taikka vetäkööt ostaja ja myyjä sakkoa, kumpikin kymmenen talaria.]", , , , 
Vahvistettava laki,3,1734,N/A,11 §,N/A,"[Joka merkitsee teoksensa toisen käsityöläisen merkillä, vetäköön sakkoa viisikymmentä talaria. Jos siinä on vilppiä tahi petosta, sakotettakoon lisäksi niinkuin on sanottu.]", , , , 
Vahvistettava laki,3,1734,N/A,1 § (31.3.1879/12),N/A,1 § on kumottu A:lla elinkeinoista 31.3.1879/12., , , , 
Vahvistettava laki,3,1734,N/A,2 § (31.3.1879/12),N/A,2 § on kumottu A:lla elinkeinoista 31.3.1879/12., , , , 
Vahvistettava laki,3,1734,N/A,3 § (31.3.1879/12),N/A,3 § on kumottu A:lla elinkeinoista 31.3.1879/12., , , , 
Vahvistettava laki,3,1734,N/A,4 § (21.3.1892/13),N/A,4 § on kumottu A:lla 21.3.1892/13., , , , 
Vahvistettava laki,3,1734,N/A,5 § (31.3.1879/12),N/A,5 § on kumottu A:lla elinkeinoista 31.3.1879/12., , , , 
Vahvistettava laki,3,1734,N/A,1 § (27.9.1919/122),N/A,1 § on kumottu L:lla elinkeinon harjoittamisen oikeudesta 122/1919., , , , 
Vahvistettava laki,3,1734,N/A,2 §,N/A,"Sama laki olkoon niille, jotka maalla pitävät kauppatavaroita varastossa: Olkoon kuitenkin lupa panna omat ja vuokrana saamansa tuotteet varastoon ja myydä niitä missä tahansa.", , , , 
Vahvistettava laki,3,1734,N/A,3 §,N/A,"Jos maalainen toimeentuloksensa ja tarpeeksensa vaihtaa tavaraa tavaran taikka selvällä rahalla ostaa mitä toiselta hänen tuotteistansa liikenee, älköön sitä maakaupaksi luettako.", , , , 
Vahvistettava laki,3,1734,N/A,4 §,N/A,Hevoskauppiailla olkoon lupa kulkea ympäri maata hevosia ostamassa ja myymässä. Kaupungin lihakauppiailla ja kalamiehillä olkoon myös lupa ostaa maalta teuraita ja tuoreita kaloja kaupungin tarpeeksi., , , , 
Vahvistettava laki,3,1734,N/A,1 §,N/A,"Markkinoita pidettäköön vuosittain, määrätyllä paikalla ja ajalla.", , , , 
Vahvistettava laki,3,1734,N/A,2 §,N/A,"Markkinatavaraa älköön myytäkö, ennenkuin markkinat on alkaneiksi, eikä sittenkuin ne on päättyneiksi julistettu muutoin olkoon kauppa mitätön, ja vetäkööt myyjä ja ostaja sakkoa [kymmenen talaria] kumpikin.", , , , 
Vahvistettava laki,3,1734,N/A,3 §,N/A,"Kaikilla oman maan asukkailla olkoon lupa vapaamarkkinoilla myydä tahi vaihtaa tavaroitansa joko laivoista ja aluksista taikka torilla tahi muilla määrätyillä paikoilla [mutta maakaupungin porvari älköön myykö tavaraansa ulkomaalaiselle älköönkä hänen kanssansa tavaraa tavaraan vaihtako, tavaran menettämisen ja kahdenkymmenen talarin sakon uhalla vaan olkoon se ainoastaan tapulikaupungin porvareille luvallista.]", , , , 
Vahvistettava laki,3,1734,N/A,4 §,N/A,"[Ulkomaalaisilla, jotka ulkoa tuovat tavaroita maahan, olkoon lupa myydä niitä vapaamarkkinoilla tapulikaupungeissa kaikille, sekä koti että ulkomaan asukkaille, laivoista tahi puodeista, tukuttain tai vähittäin, selvästä rahasta tahi velaksi. Heillä ei ole lupa tavaraa tavaraan vaihtaa eikä maakaupunkilaiselta tahi maalaiselta mitään ostaa tahi velaksi ottaa. Sen tapulikaupungin porvareilta, jossa markkinat ovat, saavat he vapaasti ostaa ja vaihtaa.]", , , , 
Vahvistettava laki,3,1734,N/A,5 §,N/A,"[Maakaupunkien markkinoilla älkööt ulkomaalaiset kauppaa tehkö tahi tavaroita vaihtako. Joka sen tekee, menettäköön tavaran ja vetäköön lisäksi sakkoa sata talaria.]", , , , 
Vahvistettava laki,3,1734,N/A,6 §,N/A,"[Jos rymäkkä, meteli ja tappelu tapahtuu, sittenkuin julkiset markkinat on alkaneiksi julistettu, rangaistakoon syypää lain mukaan ja vetäköön rauhan rikkomisesta sakkoa kymmenen talaria.]", , , , 
Vahvistettava laki,3,1734,N/A,N/A,N/A,- - - - - - - - - - - - - -, , , , 
Vahvistettava laki,3,1734,N/A,N/A,N/A,- - - - - - - - - - - - - -, , , , 
Vahvistettava laki,3,1734,N/A,5 §,N/A,"Jos joku on samalta mieheltä saanut useamman kuin yhden lainan ja ottanut maksaaksensa toisesta enemmän korkoa, toisesta vähemmän tahi ei ollenkaan, niin on velallisen lupa lukea suorittamansa maksu minkä lainan lyhennykseksi tahansa ei kuitenkaan ennen erääntymispäivää. Ennen koron maksamista älköön mitään pääoman maksuksi luettako.", , , , 
Vahvistettava laki,3,1734,N/A,N/A,N/A,- - - - - - - - - - - - - -, , , , 
Vahvistettava laki,3,1734,N/A,11 §,N/A,"Joka vaatii velkaa, minkä tietää maksetuksi [vetäköön sakkoa puolen siitä, mitä vaatii, asianomistajalle yksinänsä].", , , , 
Vahvistettava laki,3,1734,N/A,N/A,N/A,- - - - - - - - - - - - - -, , , , 
Vahvistettava laki,3,1734,N/A,1 §,N/A,"Joka panee pantiksi kultaa, hopeata tahi mitä irtainta tavaraa tahansa, tehköön sen kahden todistajan läsnä ollessa taikka ottakoon pantinsaajalta todistuskirjan siitä.", , , , 
Vahvistettava laki,3,1734,N/A,N/A,N/A,- - - - - - - - - - - - - -, , , , 
Vahvistettava laki,3,1734,N/A,3 §,N/A,"Pantti pitää hyvästi säilyttää ja hoitaa eikä sitä saa omistajan luvatta ja suostumuksetta käyttää tahi muille lainata, [kuuden talarin sakon] ja vahingon korvaamisen uhalla.", , , , 
Vahvistettava laki,3,1734,N/A,4 §,N/A,"Jos pantti turmeltuu siitä, että sen haltija ei ole sitä oikein hoitanut, korvatkoon hän sen täysin jos se turmeltuu tapaturmasta eikä huolimattomuudesta, olkoon vahinko omistajan, ja maksakoon hän kuitenkin sen, mistä pantti on annettu.", , , , 
Vahvistettava laki,3,1734,N/A,5 §,N/A,"Joka tahallansa antaa vilpinalaisen pantin, korvatkoon vahingon ja [vetäköön petoksesta sakkoa kolmanneksen siitä, mitä on lainaksi saanut tahi pyytänyt].", , , , 
Vahvistettava laki,3,1734,N/A,6 §,N/A,"Joka aikoo hallussansa olevan pantin toiselle pantiksi panna, ilmoittakoon asian ensin omistajalle taikka, jos tämä ei ole saapuvilla, Oikeudelle tahi [kuninkaan käskynhaltijalle], älköönkä panko sitä pantiksi suuremmasta arvosta tahi muilla ehdoilla, kuin se hänellä on, taikka vetäköön sakkoa [kuudenneksen pantin arvosta] ja korvatkoon vahingon. Joka vastoin parempaa tietoansa kieltää saaneensa pantin, [vetäköön sakkoa puolet pantin arvosta].", , , , 
Vahvistettava laki,3,1734,N/A,N/A,N/A,- - - - - - - - - - - - - -, , , , 
Vahvistettava laki,3,1734,N/A,8 §,N/A,"Joka menee toisen velasta takaukseen, maksakoon mitä velallinen itse ei kykene maksamaan. Jos velallinen piilee maksuaikana taikka on mennyt ulkomaille, ja jos hänen tavaraansa ei löydetä, niin määrätköön [kuninkaan käskynhaltija], minä päivänä velka on takausmiehen maksettava.", , , , 
Vahvistettava laki,3,1734,N/A,9 §,N/A,"Jos takausmies on ottanut vastataksensa toisen velasta niinkuin omastansa ja luvannut maksaa määrätyllä ajalla tahi paikalla taikka yhtäläisesti velallisen kanssa maksuun sitoutunut, niin on velkojan lupa hakea kummalta tahtoo.", , , , 
Vahvistettava laki,3,1734,N/A,10 §,N/A,"Jos velallinen kuolee, vastatkoon perilliset sikäli kuin hänen tavaransa riittää, ja takausmies maksakoon mitä puuttuu. Jos takausmies takausaikanansa kuolee, niin velanantaja olkoon velvollinen heti vaatimaan velalliselta uutta takausta. Jos tämä voipi sen hankkia, olkoot entisen takausmiehen perilliset vastuusta vapaat jos ei voi, hakekoon velkoja heti velalliselta saamisensa ja takausmiehen tavarasta mitä puuttuu.", , , , 
Vahvistettava laki,3,1734,N/A,N/A,N/A,- - - - - - - - - - - - - -, , , , 
Vahvistettava laki,3,1734,N/A,12 §,N/A,"Joka on mennyt takaukseen itse velanottajasta, vaan ei hänen velastansa, toimittakoon hänet esille, ja olkoon vastuusta vapaa. Jollei toimita, maksakoon velan.", , , , 
Vahvistettava laki,3,1734,N/A,N/A,N/A,- - - - - - - - - - - - - -, , , , 
Vahvistettava laki,3,1734,N/A,1 §,N/A,"Joka lainaa toiselta jotakin, hengetöntä tahi elävätä, antakoon sen takaisin yhtä hyvänä kuin sai. Lainakalua älköön laskettako pahenemaan.", , , , 
Vahvistettava laki,3,1734,N/A,2 §,N/A,"Jos joku kieltää lainan ja hänen sitten havaitaan tieten pitävän sitä hallussansa, niin antakoon sen takaisin ja korvatkoon vahingon vetäköön lisäksi sakkoa [puolen sen arvosta].", , , , 
Vahvistettava laki,3,1734,N/A,3 §,N/A,"Älköön kukaan omasta tahi toisen saamisesta pidättäkö sitä, minkä on lainaksi saanut, paitsi jos hänellä on siihen panttioikeus taikka hän on omistajan suostumuksella siihen pannut tarpeellisia kuluja. Joka sen tekee, vetäköön sakkoa [kymmenen talaria] ja antakoon lainakalun takaisin.", , , , 
Vahvistettava laki,3,1734,N/A,4 §,N/A,"Joka omistajan luvatta ja suostumuksetta myy, panee pantiksi tahi antaa pois mitä on lainaksi saanut, maksakoon sen täysin lainanantajalle ja [vetäköön sakkoa puolen sen arvoa]. Lainanantajalla olkoon myös valta lunastaa se takaisin. Jos sen ostajassa taikka pantiksi tahi lahjaksi ottajassa havaitaan vilppiä, niin antakoon hän sen lunastuksetta omistajalle takaisin, ja [vetäköön lisäksi sakkoa niinkuin tässä on sanottu. Sama olkoon laki,] jos joku toisen nimeen ottaa lainan eikä sitten voi näyttää sen tapahtuneen hänen luvallansa ja suostumuksellansa.", , , , 
Vahvistettava laki,3,1734,N/A,1 §,N/A,"Joka antaa toiselle talteen kultaa, hopeata, rahaa tahi muuta irtainta tvaraa, tehköön sen todistajan läsnä ollessa taikka ottakoon siitä kirjan.", , , , 
Vahvistettava laki,3,1734,N/A,2 §,N/A,"Tallekalua ja uskottua tavaraa on hoidettava niinkuin omaa. Jos se hoitajan huolimattomuudesta tahi syystä pahenee tai hukkaantuu, maksakoon hän sen täysin takaisin jos tapaturmasta, olkoon vastuusta vapaa.", , , , 
Vahvistettava laki,3,1734,N/A,3 §,N/A,"Jos joku antaa toiselle talteen sinetillä tahi muutoin suljetuita arkkuja, kaappeja tahi tukkuja, ja talteenottaja ei tiedä, mitä niissä on, taikka jos tavara ei ole hänelle kappaleittain, punniten, mitaten tahi lukien talteen annettu, ja jos talteenpanija sitten sanoo panneensa enemmän kuin takaisin sai, niin olkoon ottaja vastuusta vapaa, jos hän antaa takaisin kaikki rikkomatonna ja vioittamatonna niinkuin ottikin. Jos se havaitaan rikotuksi ja omistaja kaipaa jotakin, näyttäköön todistajilla [tahi vannokoon], kuinka paljon talteen pani. Jos hän sen tekee, niin vastatkoon talteenottaja kaiken vahingon, taikka näyttäköön pätevillä perusteilla [tahi vannokoon], ettei se ole hänen huolimattomuudestansa ja syystänsä tapahtunut taikka ettei hänellä ole siitä tietoa eikä hyötyä ollut. Jos hänen näytetään tahallansa sen tavaran kavaltaneen, rangaistakoon [niinkuin varkaudesta].", , , , 
Vahvistettava laki,3,1734,N/A,4 §,N/A,"Joka kuluttaa talteenuskottua tavaraa taikka käyttää sitä hyödyksensä ilman omistajan suostumusta vetäköön sakkoa [kymmenen talatia] ja korvatkoon vahingon. Jos se myydään, pantiksi pannaan tahi hukataan, käyköön sen niinkuin 11 Luvun 4 §:ssä lainasta on sanottu.", , , , 
Vahvistettava laki,3,1734,N/A,5 §,N/A,"Jos useammat ovat toiselle antaneet talteen tavaraa, jossa heillä kaikilla on osa, älköön sitä yhden pyynnöstä annettako takaisin, ellei hänellä ole kaikilta valtakirjaa. Jos talteenottaja toisin antaa tavaran pois, vastatkoon kullekin hänen osastansa ja hakekoon siltä, jolle antoi.", , , , 
Vahvistettava laki,3,1734,N/A,6 §,N/A,"Jos talteenottaja ei tahdo kauvemmin pitää tavaraa tallessaan, vaatikoon talteenpanijata hakemaan sen takaisin ja ottakoon siitä todistuksen. Jollei omistaja ota sitä takaisin, syyttäköön itseänsä kaikesta vahingosta.", , , , 
Vahvistettava laki,3,1734,N/A,7 §,N/A,"Jos talteenottaja kuolee, vastatkoot hänen perillisensä tallekalusta ja antakoot täysin takaisin.", , , , 
Vahvistettava laki,3,1734,N/A,8 §,N/A,"Jos talteenpannusta tavarasta on ollut tarpeellista kulua taikka sen säilytyshuoneesta maksettu vuokraa, niin korvatkoon omistaja sen, ennenkuin tavara annetaan takaisin.", , , , 
Vahvistettava laki,3,1734,N/A,9 §,N/A,"Joka vastoin parempaa tietoansa kieltää tallekalun tahi uskotun tavaran, [vetäköön sakkoa niinkuin 11 Luvun 2 §:ssä lainasta on sanottu].", , , , 
Vahvistettava laki,3,1734,N/A,10 §,N/A,"Jos joku toisen hoitoon uskoo tulen, veden tahi vihollisen vaarasta pelastettua tavaraansa, ja jos ottaja sen kieltää ja hänen näytetään sen petollisesti salanneen, rangaistakoon [kolminkertaisella sakolla niinkuin varkaudesta].", , , , 
Vahvistettava laki,3,1734,N/A,11 §,N/A,"Tavaraa, joka sivullisen taakse tuomitaan, on hoidettava niinkuin muutakin tallekalua eikä sitä saa antaa pois ilman tuomarin tahi [käskynhaltijan] lupaa.", , , , 
Vahvistettava laki,3,1734,N/A,N/A,N/A,- - - - - - - - - - - - - -, , , , 
Vahvistettava laki,3,1734,N/A,1 §,N/A,"Jos joku vuokraa toiselle huoneen, talon, talonaseman tahi mitä tahansa, raha- tai tavaravuokrasta, määrätyillä ehdoilla tahi ilman niitä, niin se vuokra pysyköön lujana olkoonpa käsirahaa annettu tahi ei.", , , , 
Vahvistettava laki,3,1734,N/A,2 §,N/A,"Jos joku vuokraa kahdelle saman, niin ensimäinen vuokraaja pitäköön sen, olipa jälkimmäinen luvannut enemmän tahi ei, ja vuokralle antaja vetäköön sakkoa kymmenen talaria sekä korvatkoon vahingon. Sama laki olkoon sille, joka vuokralle ottaa minkä tiesi toiselle vuokratuksi.", , , , 
Vahvistettava laki,3,1734,N/A,3 §,N/A,"Joka antaa vuokralle toisen tavaraa, ilman omistajan tietoa ja tahtoa, maksakoon vuokran ja kaiken vahingon sekä vetäköön sakkoa [kuusi talaria].", , , , 
Vahvistettava laki,3,1734,N/A,4 §,N/A,"Miten tiloja maalla sekä huoneita, taloja ja talonasemia kaupungissa on vuokrattava, säädetään Maakaressa. Miten majatalosta hevosia, vaunuja ja veneitä vuokrataan, ja mitä laki määrää niiden hukkaamisesta ja turmelemisesta, siitä säädetään Rakennuskaaressa.", , , , 
Vahvistettava laki,3,1734,N/A,N/A,N/A,- - - - - - - - - - - - - -, , , , 
Vahvistettava laki,3,1734,N/A,1 §,N/A,1―4 § ks. konkurssisääntö 31/1868 sekä A uuden ulosottoL:n voimaanpanemisesta ja siitä mitä sen johdosta on vaarin otettava 37/1895., , , , 
Vahvistettava laki,3,1734,N/A,5 §,N/A,"Jos velallinen karkaa velan tähden, niin on häntä heti kuulutuksella kutsuttava. [Jos hän pääsee tästä valtakunnasta pois ja tahtoo hakea turvaa kuninkaalta, tehköön sen kuukauden kuluessa siitä, kuin ulkomaalle tuli. Jos hän saapi turvakirjan ja tahtoo sitä hyväksensä käyttää, niin ilmoittautukoon kahdeksan päivän kuluessa siitä, kuin kotiin tuli, kuninkaan käskynhaltijalle, taikka lähimmän kaupungin pormestarille ja raadille, ellei kuninkaan käskynhaltijaa siinä paikkakunnassa ole. Jos hän ei hae turvaa taikka vuoden kuluessa ilmoita laillista estettä, niin älköön hänellä ikänänsä olko rauhaa valtakunnan piirissä, ja tuomittakoon hänet poissa ollessaansa petturina, ja hänen nimensä pantakoon paaluun, joka petturien varalta on jokaiseen kaupunkiin pystytetty.]", , , , 
Vahvistettava laki,3,1734,N/A,6 §,N/A,"Kun velallinen on karannut, otettakoon hänen irtain [ja kiinteä] omaisuutensa heti takavarikkoon, ja merkittäköön sitten kirjaan, [niinkuin 1 §:ssä on sanottu]. Velkojat selvityttäkööt myös hänen kirjansa ja tililaskunsa. Jos valkojat vaativat karanneen vaimoa, täysivaltaisia lapsia tahi palkollisia, jotka tuntevat pesän tilan, valallansa vahvistamaan kirjaanpanon, niin olkoot nämä siihen velvolliset, ja velkojilla olkoon kuitenkin valta vaatia velallinen valalle, hänen kotiin tultuansa. Velkojilla olkoon myös lupa kaikissa paikoissa, missä luulevat hänellä jotakin omaisuutta tahi saamista olevan, [kuninkaan käskynhaltijan] kautta julkisesti kuuluttamalla niitä tiedustaa. Joka tietää hallussansa olevan hänen tavaraansa taikka olevansa hänelle velkaa ja salaa sen eikä ilmoita sitä sen ajan kuluessa, mikä hänelle määrätään, [maksakoon sen kaksinkertaisesti].", , , , 
Vahvistettava laki,3,1734,N/A,7 §,N/A,"Jos velallinen ei kahden kuukauden kuluessa karkaamisestansa tahi kätkeytymisestänsä tule saapuville, niin myyttäkööt velkojat hänen omaisuutensa joko julkisella huutokaupalla taikka miten omaksi ja hänen hyödyksensä katsovat parhaaksi. Jos on sellaista tavaraa jota ei käy niin kauvan säilyttäminen, myytäköön se, sittenkuin se on pantu kirjaan ja arvioitu.", , , , 
Vahvistettava laki,3,1734,N/A,8 §,N/A,"Kaikki velallisen tavarasta kertyneet rahat pantakoon korkoa kasvamaan, kunnes itsekunkin oikeudesta on tuomio annettu. Jos niitä ei voida luotettavasti panna korkoa kasvamaan, niin säilytettäköön niitä yleisessä tallessa, semmoisessa paikassa, jonka useimmat velkojat taikka ne, joilla on enin saamista, varmimmaksi katsovat.", , , , 
Vahvistettava laki,3,1734,N/A,9 §,N/A,"[Jos velallinen on turvakirjan nojassa kotiin tullut ja ilmoittautunut, niinkuin edellä on sanottu, niin olkoon velvollinen kuuden viikon kuluessa palaamisestansa lukien antamaan tuomarille tiedon, tahtooko hakea lupaa luovuttaa omaisuutensa kerrassaan velkojilleen, päästäksensä sitten heistä vapaaksi. Jos hän sen ajan laiminlyö, niin älköön saako tätä etua, eikä turvakirjan suojaa, ja tuomari tuomitkoon asian, niinkuin edellä on sanottu.]", , , , 
Vahvistettava laki,3,1734,N/A,1 §,N/A,1―4 § on kumottu Etuoikeusasetuksella 9.11.1868., , , , 
Vahvistettava laki,3,1734,N/A,5 §,N/A,- - - - - - - - - - - - - -, , , , 
Vahvistettava laki,3,1734,N/A,7 §,N/A,"[Jos jollakulla on sellainen piilukirja, kuin Merilaissa on selitetty, olkoon hänellä etuoikeus laivaan ja tavaraan, sittenkuin laivaväki on maksettu, niinkuin 5 §:ssä on sanottu. Sitä lähinnä on laivurille annettu merilaina maksettava ja olkoon myös uudemmalla piilu- tahi merilainakirjalla parempi oikeus kuin vanhemmalla. Jos joku antaa teoslainan vuoriteollisuus- tahi muiden sellaisten laitosten käyttämiseen, olkoon hänellä etuoikeus siihen, mitä sillä on valmistettu.]", , , , 
Vahvistettava laki,3,1734,N/A,8 §,N/A,- - - - - - - - - - - - - -, , , , 
Vahvistettava laki,3,1734,N/A,1 §,N/A,"Jos joku toisen pyynnöstä suostuu asioitsemaan ja toimittamaan jotakin hänen puolestansa niin ottakoon siihen valtakirjan ja pitäköön sitten siitä huolen tehköön myös tilin ja selvän siitä, mitä haltuunsa saapi.", , , , 
Vahvistettava laki,3,1734,N/A,2 §,N/A,"[Mitä asiamies valtakirjan mukaan tekee ja päättää, se olkoon yhtä pätevä kuin jos päämies itse olisi sen tehnyt ja päättänyt. Jos asiamies tekee jotakin päälle sen, mitä hänelle on uskottu, niin korvatkoon itse kaiken vahingon ja vetäköön sakkoa [kaksikymmentä talaria] ja päämies olkoon vastuusta vapaa.]", , , , 
Vahvistettava laki,3,1734,N/A,3 §,N/A,"Jos asiamies menettelee vilpillisesti ja kavalasti valtakirjan antajaa kohtaan, käyttää hänen tavaraansa omaksi hyödyksensä, lainaa hänen rahaansa muille tahi ottaa hänen nimeensä rahaa velaksi, niin vastatkoon kaiken vahingon ja [vetäköön sakkoa asianhaarain mukaan]. Olkoon myös valtakirjan antaja vastuuton kaikesta, mitä asiamies hänen käskemättänsä ja tahtomattansa lainaksi otti tahi toisen kanssa päätti, ellei näytetä sen tulleen hänelle hyödyksi.", , , , 
Vahvistettava laki,3,1734,N/A,4 §,N/A,"Jos joku on saanut valtakirjan toimia oman mielensä mukaan toisen puolesta, ja valtakirjan antaja joutuu siitä vahinkoon, niin syyttäköön itseänsä, kun ei paremmin katsonut eteensä. Jos asiamies huolimattomuudellansa tahi petollisuudellansa on vahingon aikaansaanut, [sakotettakoon häntä niinkuin on sanottu].", , , , 
Vahvistettava laki,3,1734,N/A,5 §,N/A,"Asiamies saakoon kohtuullisen palkan vaivastansa sekä korvauksen toisen asioihin oikeutta myöten menneistä kuluistansa. Jos siitä ei ole sopimusta tehty, taikka he eivät siitä sovi, niin ratkaiskoon Oikeus.", , , , 
Vahvistettava laki,3,1734,N/A,6 §,N/A,"Jos asiamies on antanut velaksi päämiehensä tavaraa ja omaisuutta sille, joka oli tunnettu kunnialliseksi ja oikeaksi mieheksi, mutta sitten havaitaan niin köyhäksi, ettei hän voi sitä takaisin maksaa, niin asiamies ei ole velvollinen sitä korvaamaan, ellei hän saa eri palkkiota siitä, että on ottanut sellaisen vahingon vastataksensa.", , , , 
Vahvistettava laki,3,1734,N/A,7 §,N/A,"Jos joku on ottanut jotakin toisen puolesta määräajassa tehdäksensä ja toimittaaksensa taikka luvannut sen loppuun saattaa, ja jos hänelle siinä tulee esteeksi [kuninkaan] palvelus tahi sairaus, omat toimet tahi muu laillinen syy, niin ilmoittakoon sen päämiehellensä niin aikaiseen, että tämä ennättää panna sijaan toisen. Sitten olkoon asiamies vastuusta vapaa, tehtyänsä tilin siltä ajalta, kuin hän siinä toimessa oli.", , , , 
